CN,PLT_CN,CONDID,HABTYPCD,FPAG
22404185010497,22399128010497,1,CCF221,CCF2
22404230010497,22399137010497,1,CDS716,CDS7
22404186010497,22399129010497,1,CDS715,CDS7
22404159010497,22399124010497,1,CDS633,CDS6
7691636010901,8604814010901,1,CDS632,CDS6
7691524010901,8603412010901,1,CP,CP
22404191010497,22399132010497,1,CEF422,CEF4
22404189010497,22399131010497,1,CDG311,CDG3
22404182010497,22399127010497,1,CDS715,CDS7
22404183010497,22399127010497,2,CDS715,CDS7
7691674010901,8605352010901,1,CDS716,CDS7
7691599010901,8604185010901,1,CWF313,CWF3
7691558010901,8603672010901,1,CDS611,CDS6
7691518010901,8603298010901,1,CD,CD
22404218010497,22399135010497,1,CDS716,CDS7
7691707010901,8605918010901,1,CDS716,CDS7
7691660010901,8605136010901,2,CD,CD
22404157010497,22399123010497,1,CEF421,CEF4
7691549010901,8603585010901,1,CDS627,CDS6
7691550010901,8603585010901,2,CDS627,CDS6
7691642010901,8604981010901,1,CP,CP
7691593010901,8604065010901,1,HA,HA
22404187010497,22399130010497,1,CES313,CES3
7691630010901,8604451010901,1,CD,CD
7691586010901,8603868010901,1,CDG122,CDG1
7691511010901,8603202010901,1,CD,CD
7691449010901,8620263010901,1,CP,CP
7691447010901,8620177010901,1,CDS715,CDS7
7691695010901,8629465010901,1,CH,CH
7691696010901,8629465010901,2,CH,CH
22404870010497,22399233010497,1,CCS211,CCS2
22404884010497,22399236010497,1,CHF311,CHF3
22404932010497,22399239010497,1,CCF221,CCF2
7691711010901,8629583010901,1,CCF221,CCF2
7691530010901,8628235010901,1,CDS716,CDS7
7691652010901,8629026010901,1,CDS715,CDS7
22404879010497,22399235010497,1,CHS711,CHS7
22404867010497,22399232010497,1,CFF221,CFF2
22404899010497,22399238010497,1,CCF221,CCF2
7691690010901,8629253010901,1,CEF421,CEF4
7691691010901,8629253010901,2,CHF311,CHF3
7691576010901,8628492010901,1,CW,CW
22404942010497,22399242010497,1,CHF311,CHF3
22404954010497,22399244010497,1,CWS821,CWS8
22404876010497,22399234010497,1,CCF221,CCF2
7691712010901,8629785010901,1,CCF221,CCF2
7691625010901,8628826010901,1,CCF221,CCF2
22404935010497,22399240010497,1,CCF221,CCF2
22404897010497,22399237010497,1,CEF111,CEF1
22404938010497,22399241010497,1,CHF312,CHF3
7691505010901,8639537010901,1,CDS715,CDS7
7691457010901,8639371010901,1,CDG311,CDG3
7691399010901,8639187010901,1,CP,CP
22962018010497,22954649010497,1,CDS715,CDS7
7691369010901,8639025010901,1,CP,CP
7691529010901,8640367010901,1,CDS633,CDS6
7691704010901,8641738010901,1,CCF222,CCF2
7691710010901,8642232010901,1,CW,CW
7691504010901,8640100010901,1,CW,CW
7691573010901,8640632010901,1,CDS715,CDS7
22405394010497,22399300010497,1,CDS715,CDS7
22962176010497,22954724010497,2,CWS821,CWS8
7691651010901,8641306010901,1,CDS813,CDS8
7691689010901,8641564010901,1,CCS311,CCS3
22405364010497,22399295010497,1,CDS715,CDS7
7691643010901,8641090010901,1,CDS716,CDS7
7691708010901,8641867010901,1,CDS715,CDS7
7691525010901,8640253010901,1,CD,CD
7691498010901,8639972010901,1,CDS814,CDS8
7691575010901,8640738010901,1,CHF311,CHF3
7691601010901,8640902010901,1,CDG311,CDG3
22405374010497,22399296010497,1,CDS715,CDS7
7691607010901,8640982010901,1,CDS715,CDS7
7691608010901,8640982010901,2,CDS715,CDS7
7691494010901,8639890010901,1,CP,CP
22405384010497,22399298010497,1,CDS716,CDS7
7691564010901,8640526010901,1,CD,CD
7691534010901,8640454010901,1,CP,CP
7691688010901,8641507010901,2,CWS422,CWS4
7691709010901,8642058010901,1,CD,CD
22962267010497,22954807010497,1,CDS633,CDS6
22405379010497,22399297010497,1,CCF221,CCF2
22961903010497,22954481010497,1,CFS352,CFS3
171244322020004,22827779010497,1,CFS218,CFS2
171244223020004,22827631010497,1,CHS138,CHS1
22961940010497,22954507010497,2,CHFS2,CHFS
22961857010497,22954543010497,2,CHF132,CHF1
22961829010497,22954527010497,1,CFS2,CFS2
22962003010497,22954638010497,1,CHF132,CHF1
22961873010497,22954553010497,1,CHF1,CHF1
171244114020004,22827498010497,2,CFS225,CFS2
171244162020004,22827570010497,1,CHF134,CHF1
22961830010497,22954528010497,1,CHS1,CHS1
171244087020004,22827464010497,1,CHS626,CHS6
171244088020004,22827464010497,2,CHS621,CHS6
22961907010497,22954484010497,1,CFS2,CFS2
22961933010497,22954502010497,1,CHF421,CHF4
171244150020004,22827553010497,1,CMS244,CMS2
22961935010497,22954504010497,1,CH,CH
22961854010497,22954542010497,1,HX,HX
22961945010497,22954508010497,2,CHF132,CHF1
22961905010497,22954483010497,1,CHS334,CHS3
171244301020004,22827753010497,4,HCGO7,HCGO
22961902010497,22954480010497,3,CH,CH
171244234020004,22827653010497,1,CFF311,CFF3
212811002020004,193209125020004,1,CFS352,CFS3
171244298020004,22827753010497,1,CHF132,CHF1
171244299020004,22827753010497,2,HASO7,HASO
22961821010497,22954523010497,1,CHF132,CHF1
171244310020004,22827763010497,1,CHS140,CHS1
171244311020004,22827763010497,2,CHS141,CHS1
22961824010497,22954524010497,1,CHS131,CHS1
22961808010497,22954495010497,1,CD,CD
171244200020004,22827606010497,1,CHS135,CHS1
22961798010497,22954477010497,1,CHS131,CHS1
22961772010497,22954460010497,1,CFS214,CFS2
22961785010497,22954468010497,2,CHF1,CHF1
22961795010497,22954475010497,1,CFS224,CFS2
171244218020004,22827622010497,3,CFS224,CFS2
22962195010497,22954760010497,1,CD,CD
22962203010497,22954765010497,1,CHF133,CHF1
22962158010497,22954714010497,2,CD,CD
22962131010497,22954694010497,1,CH,CH
22962179010497,22954726010497,1,CHF132,CHF1
22962182010497,22954726010497,4,CHF132,CHF1
212810804020004,193209126020004,3,CMS241,CMS2
171244244020004,22827666010497,1,CAC114,CAC1
22962167010497,22954719010497,1,CFS234,CFS2
22962113010497,22954689010497,1,CHS251,CHS2
449885010497,29394734010497,1,CFS258,CFS2
22962183010497,22954727010497,1,CHF132,CHF1
212810910020004,193209169020004,1,CFF450,CFF4
212810897020004,193209141020004,1,CFS352,CFS3
212810878020004,193209139020004,1,CFS352,CFS3
212811008020004,193209083020004,1,CFS223,CFS2
212810853020004,193209197020004,1,CFS212,CFS2
212810851020004,193209140020004,1,CFS218,CFS2
22962104010497,22954682010497,1,CHS141,CHS1
22962133010497,22954695010497,1,CFS5,CFS5
212810805020004,193209222020004,1,CFS230,CFS2
212810806020004,193209222020004,2,CFS230,CFS2
22962146010497,22954708010497,1,CHF132,CHF1
22962148010497,22954708010497,3,CHF132,CHF1
22962151010497,22954709010497,2,CMS350,CMS3
449837010497,29394733010497,1,CFS258,CFS2
22962025010497,22954654010497,1,CMS246,CMS2
171244092020004,22827466010497,1,CFS231,CFS2
212810784020004,193208980020004,1,CMS450,CMS4
22962005010497,22954639010497,1,CHF132,CHF1
22962049010497,22954668010497,1,CHF132,CHF1
22962059010497,22954397010497,1,CHS621,CHS6
22961971010497,22954620010497,1,CH,CH
22962122010497,22954615010497,2,CFS226,CFS2
22961973010497,22954621010497,1,CH,CH
8847519010902,22827140010497,1,CHS135,CHS1
22962081010497,22954586010497,1,CH625,CH62
22962097010497,22954597010497,1,CHF134,CHF1
22962096010497,22954596010497,1,CHF132,CHF1
22961981010497,22954626010497,1,CHF132,CHF1
22962066010497,22954493010497,1,CHF135,CHF1
22961964010497,22954607010497,2,CC,CC
449793010497,29394732010497,1,CMS244,CMS2
212810837020004,193209156020004,1,CFS218,CFS2
22962216010497,22954772010497,1,CHF132,CHF1
22962210010497,22954768010497,1,CHS251,CHS2
22962224010497,22954702010497,1,CHF133,CHF1
22962189010497,22954756010497,1,CHS513,CHS5
450025010497,29394738010497,1,CMS241,CMS2
22962246010497,22954789010497,1,CHF134,CHF1
8847660010902,22827321010497,1,CMS253,CMS2
212810899020004,193209224020004,1,CFS230,CFS2
22962208010497,22954767010497,1,CMS350,CMS3
22962206010497,22954766010497,2,CH,CH
22962207010497,22954766010497,3,CH,CH
22962220010497,22954774010497,1,CMS356,CMS3
22962072010497,22954678010497,1,CHF132,CHF1
22962218010497,22954773010497,1,CHF134,CHF1
22962219010497,22954773010497,2,CHF134,CHF1
212810903020004,193209094020004,1,CFS218,CFS2
212810911020004,193209059020004,1,CFS224,CFS2
212810913020004,193209059020004,3,CFS224,CFS2
22962236010497,22954782010497,1,CDS411,CDS4
22962268010497,22954808010497,1,CDS638,CDS6
22962260010497,22954800010497,1,CFS542,CFS5
212811000020004,193209206020004,1,CHF132,CHF1
22962228010497,22954777010497,1,CM5350,CM53
22962229010497,22954777010497,2,CMF251,CMF2
212810883020004,193209201020004,1,CMS350,CMS3
22962056010497,22954675010497,1,CDS221,CDS2
22962022010497,22954653010497,1,CHS335,CHS3
212810856020004,193209265020004,1,CDS221,CDS2
212810875020004,193209210020004,1,CHS131,CHS1
212810876020004,193209210020004,2,CHS131,CHS1
212810877020004,193209210020004,3,CHF911,CHF9
22961950010497,22954512010497,2,CHS133,CHS1
22962035010497,22954660010497,1,CHS134,CHS1
22961834010497,22954530010497,1,CH,CH
212810904020004,193209094020004,2,CFS218,CFS2
212810907020004,193209094020004,5,CFS218,CFS2
22961820010497,22954522010497,1,CHS133,CHS1
22961863010497,22954547010497,1,CHF131,CHF1
22961836010497,22954531010497,2,CHS133,CHS1
22961763010497,22954453010497,1,CHF124,CHF1
22961791010497,22954471010497,1,CHF4,CHF4
22961600010497,22954338010497,1,CHF124,CHF1
22961675010497,22954385010497,1,CFS125,CFS1
22961674010497,22954384010497,1,CHF124,CHF1
171244213020004,22827618010497,1,CFF253,CFF2
22961647010497,22954366010497,1,CHS13,CHS1
22961716010497,22954417010497,2,CHF1,CHF1
22961722010497,22954428010497,1,CHS126,CHS1
22961699010497,22954405010497,1,CHF125,CHF1
212810890020004,193209117020004,1,CHS127,CHS1
171244099020004,22828586010497,1,CFS257,CFS2
22961739010497,22954436010497,1,CHM111,CHM1
22961744010497,22954440010497,2,CMS221,CMS2
171244153020004,22827555010497,1,CFS256,CFS2
171244053020004,22827435010497,1,CHF222,CHF2
22961751010497,22954445010497,1,CFS,CFS
171244054020004,22827436010497,1,CFF152,CFF1
22961702010497,22954408010497,1,CHF1,CHF1
22961704010497,22954408010497,3,CHF1,CHF1
22961760010497,22954450010497,1,CHF124,CHF1
212810844020004,193209086020004,1,CFS251,CFS2
22961758010497,22954449010497,2,CHF125,CHF1
22961759010497,22954449010497,3,CH,CH
22961745010497,22954441010497,1,CHF125,CHF1
212810796020004,193209098020004,1,CFF253,CFF2
171244101020004,22827476010497,1,CHC212,CHC2
22961597010497,22954335010497,1,CHS126,CHS1
22961680010497,22954388010497,1,CFS256,CFS2
212810794020004,193209232020004,1,CHS615,CHS6
212810795020004,193209232020004,2,CHS615,CHS6
22961648010497,22954367010497,1,CHS125,CHS1
22961601010497,22954339010497,1,CHS126,CHS1
171244125020004,22827513010497,1,CHF221,CHF2
171244126020004,22827513010497,2,SM40,SM40
171244127020004,22827513010497,3,CHF221,CHF2
212810778020004,193209046020004,1,CHS126,CHS1
22961627010497,22954353010497,1,CFS256,CFS2
22961628010497,22954353010497,2,CFS256,CFS2
171244157020004,22827561010497,1,CHF221,CHF2
212810866020004,193209225020004,1,CFS254,CFS2
212810857020004,193209129020004,1,CHS125,CHS1
22961610010497,22954344010497,1,NONE,NONE
171244163020004,22827572010497,1,CFS256,CFS2
212810852020004,193209269020004,1,CFS151,CFS1
212810781020004,193208973020004,1,CHS128,CHS1
448444632489998,193209047020004,2,CFF152,CFF1
212811014020004,193208989020004,2,CHS126,CHS1
22961607010497,22954341010497,1,CHF125,CHF1
171244119020004,22828588010497,1,CHS126,CHS1
171244120020004,22828588010497,2,CHS126,CHS1
171244049020004,22827432010497,1,CHF221,CHF2
22961655010497,22954372010497,1,CFF152,CFF1
22961625010497,22954352010497,1,CHF221,CHF2
22961688010497,22954395010497,1,CHS125,CHS1
171244124020004,22827508010497,1,CFS257,CFS2
171244086020004,22827460010497,1,SM20(1),SM20
171244201020004,22827608010497,1,CFS152,CFS1
212810872020004,193208985020004,1,CHS127,CHS1
171244041020004,22828583010497,1,CFS256,CFS2
171244042020004,22828583010497,2,CFS251,CFS2
171244317020004,22827773010497,1,CFS550,CFS5
22961636010497,22954358010497,1,CMS216,CMS2
171244269020004,22827704010497,1,CHS128,CHS1
212811015020004,193209078020004,1,CFF253,CFF2
212810775020004,193209078020004,2,CFF253,CFF2
171244237020004,22827655010497,1,CHF221,CHF2
171244047020004,22827427010497,1,CFS251,CFS2
171244048020004,22827427010497,2,CFS251,CFS2
22961596010497,22954334010497,1,CHS524,CHS5
171244262020004,22827686010497,1,CFS257,CFS2
171244263020004,22827686010497,2,CFS257,CFS2
22961656010497,22954373010497,1,CFS256,CFS2
22961605010497,22954340010497,3,CHF421,CHF4
22961606010497,22954340010497,4,CHS615,CHS6
22961681010497,22954389010497,1,CFS257,CFS2
171244093020004,22827467010497,1,CMS210,CMS2
171244094020004,22827467010497,2,CMS210,CMS2
171244264020004,22827688010497,1,CFS257,CFS2
171244069020004,22827448010497,1,CFS256,CFS2
171244070020004,22827448010497,2,CFS256,CFS2
212810790020004,193208966020004,1,CHF221,CHF2
171244230020004,22827645010497,1,CFF152,CFF1
212810793020004,193209048020004,1,CFS254,CFS2
22961682010497,22954391010497,1,CHS128,CHS1
171244117020004,22827505010497,1,CES342,CES3
171244055020004,22828584010497,1,CMS356,CMS3
171244056020004,22828584010497,2,CMS356,CMS3
22961953010497,22954581010497,1,CDS639,CDS6
171244248020004,22827672010497,1,CDG322,CDG3
171244255020004,22827672010497,2,CDS632,CDS6
171244197020004,22827605010497,1,SW2116,SW21
171244198020004,22827605010497,2,CWS225,CWS2
171244199020004,22827605010497,3,CDS638,CDS6
171244188020004,22827598010497,1,CDS639,CDS6
171244190020004,22827598010497,3,CWS554,CWS5
171244096020004,22827468010497,2,CPG231,CPG2
171244313020004,22827764010497,2,CHS143,CHS1
22962050010497,22954669010497,1,CES211,CES2
22961946010497,22954509010497,1,CDS636,CDS6
171244169020004,22827577010497,1,CEF424,CEF4
22962123010497,22954616010497,1,CES213,CES2
171244160020004,22827564010497,1,CPS241,CPS2
22961952010497,22954580010497,1,CES211,CES2
22961983010497,22954627010497,1,CDS638,CDS6
22961984010497,22954627010497,2,CDS638,CDS6
22962062010497,22954399010497,1,CD,CD
22961922010497,22954574010497,1,CDS639,CDS6
22962082010497,22954587010497,1,CDG323,CDG3
22961920010497,22954572010497,1,CAC114,CAC1
22961960010497,22954604010497,2,CPG231,CPG2
171244082020004,22827457010497,1,CDS653,CDS6
171244083020004,22827457010497,2,CDS833,CDS8
171244111020004,22827491010497,1,CEF424,CEF4
171244112020004,22827491010497,2,CEF424,CEF4
171244226020004,22827635010497,1,CFS351,CFS3
171244073020004,22827450010497,1,CAC111,CAC1
22961993010497,22954632010497,1,CFS234,CFS2
171244192020004,22827599010497,2,CAC111,CAC1
171244193020004,22827599010497,3,CMS356,CMS3
22961887010497,22954562010497,1,CDS638,CDS6
22961966010497,22954608010497,2,CD,CD
22962007010497,22954641010497,1,CHS227,CHS2
22961867010497,22954549010497,1,CDS637,CDS6
22962039010497,22954662010497,1,CES211,CES2
171244278020004,22827719010497,1,CDS639,CDS6
22962074010497,22954679010497,1,CMS258,CMS2
171244180020004,22827589010497,1,CFS351,CFS3
171244181020004,22827589010497,2,CFS542,CFS5
171244084020004,22827459010497,1,CHS143,CHS1
171244134020004,22827526010497,1,CES113,CES1
22961995010497,22954633010497,1,CD,CD
171244208020004,22827615010497,1,CDF411,CDF4
171244286020004,22827738010497,1,CDS639,CDS6
171244287020004,22827738010497,2,CDS639,CDS6
171244147020004,22827547010497,1,CES113,CES1
171244227020004,22827640010497,1,CWS338,CWS3
22962089010497,22954592010497,1,CFS234,CFS2
22962090010497,22954592010497,2,CFS556,CFS5
22962037010497,22954661010497,1,CFS556,CFS5
22961921010497,22954573010497,1,CES423,CES4
171244059020004,22827439010497,1,CCS211,CCS2
171244060020004,22827439010497,2,SW2223,SW22
171244107020004,22827484010497,2,CDS640,CDS6
171244140020004,22827532010497,1,CWS554,CWS5
171244141020004,22827532010497,2,CDS638,CDS6
171244178020004,22827588010497,1,CAS221,CAS2
171244179020004,22827588010497,2,CMS356,CMS3
22962009010497,22954642010497,2,CDS674,CDS6
171244224020004,22827632010497,1,CES413,CES4
171244225020004,22827632010497,2,CES427,CES4
22962114010497,22954609010497,1,CHS142,CHS1
22961898010497,22954570010497,2,CDS639,CDS6
171244268020004,22827693010497,1,CDS640,CDS6
171244249020004,22827693010497,2,CDS640,CDS6
171244142020004,22827537010497,1,CDG132,CDG1
171244143020004,22827537010497,2,CDG131,CDG1
171244144020004,22827537010497,3,CDG131,CDG1
171244051020004,22827433010497,1,CEF424,CEF4
171244052020004,22827433010497,2,CEG121,CEG1
22961908010497,22954485010497,1,CES342,CES3
22961909010497,22954485010497,2,SW72XX,SW72
22961880010497,22954558010497,1,CDG323,CDG3
22961878010497,22954557010497,1,CFS232,CFS2
22961879010497,22954557010497,2,CFS232,CFS2
22961885010497,22954561010497,1,CWS225,CWS2
22961886010497,22954561010497,2,CDS639,CDS6
22961874010497,22954554010497,1,CD639,CD63
22961848010497,22954539010497,1,CL,CL
22961804010497,22954426010497,2,CEF424,CEF4
171244132020004,22827520010497,1,CES426,CES4
22961866010497,22954548010497,2,CMS211,CMS2
171244202020004,22827609010497,1,CWS225,CWS2
171244203020004,22827609010497,2,CWS226,CWS2
171244253020004,193209076020004,3,CWS336,CWS3
22961846010497,22954538010497,1,CWS5,CWS5
22961861010497,22954545010497,1,CES424,CES4
171244166020004,22827574010497,1,WR,WR
171244168020004,22827574010497,3,CWS524,CWS5
171244304020004,22827757010497,1,CDS639,CDS6
171244305020004,22827757010497,2,CWF444,CWF4
171244306020004,22827757010497,3,CDS639,CDS6
171244206020004,22827612010497,1,CES413,CES4
171244207020004,22827612010497,2,CES413,CES4
22961793010497,22954473010497,1,CWGI21,CWGI
171244080020004,22827455010497,3,CWG124,CWG1
22961838010497,22954533010497,1,CWS532,CWS5
22961839010497,22954533010497,2,CWS532,CWS5
22961840010497,22954534010497,1,CDS411,CDS4
171244211020004,22827616010497,1,CHF223,CHF2
22961623010497,22954351010497,1,HOS6,HOS6
22961598010497,22954336010497,1,HO,HO
22961631010497,22954356010497,1,CWS532,CWS5
22961632010497,22954356010497,2,HA,HA
22961611010497,22954345010497,1,CWS331,CWS3
22961608010497,22954342010497,1,CHS223,CHS2
22961637010497,22954359010497,1,CPS221,CPS2
22961633010497,22954357010497,1,HOS3,HOS3
22961616010497,22954347010497,1,CWS531,CWS5
171244139020004,22827530010497,1,CDS411,CDS4
171244228020004,22827644010497,1,CDS655,CDS6
22962115010497,22954610010497,1,CES111,CES1
22962106010497,22954684010497,1,CDS653,CDS6
22962196010497,22954761010497,1,CDG134,CDG1
171244265020004,22827689010497,1,CDS411,CDS4
171244277020004,22827718010497,1,CDS637,CDS6
22962116010497,22954611010497,1,CDG134,CDG1
171244272020004,22827706010497,1,CDS655,CDS6
22962255010497,22954796010497,1,CES113,CES1
171244238020004,22827657010497,1,CDS833,CDS8
22962226010497,22954704010497,1,CES426,CES4
22962227010497,22954704010497,2,CES211,CES2
171244115020004,22827501010497,1,CDS639,CDS6
171244219020004,22827625010497,1,CAG112,CAG1
22962051010497,22954670010497,1,CDS412,CDS4
171244276020004,22827714010497,1,CDS833,CDS8
22962269010497,22954809010497,1,CAS421,CAS4
171244075020004,22827452010497,1,CEG311,CEG3
22962231010497,22954779010497,1,CDS653,CDS6
171244245020004,22827669010497,1,CES342,CES3
171244205020004,22827611010497,1,CDS675,CDS6
171244044020004,22827426010497,1,CES211,CES2
22962134010497,22954696010497,1,CDS638,CDS6
171244258020004,22827678010497,1,CDG134,CDG1
171244058020004,22827438010497,1,CDS633,CDS6
22962274010497,22954814010497,1,CDS637,CDS6
22962124010497,22954690010497,1,CDS715,CDS7
171244148020004,22827548010497,1,CES211,CES2
22962109010497,22954685010497,3,CDS635,CDS6
22962264010497,22954804010497,1,CDS811,CDS8
22962184010497,22954728010497,1,CDS411,CDS4
22962191010497,22954757010497,1,CDS653,CDS6
22962230010497,22954778010497,1,CES413,CES4
22962262010497,22954802010497,1,CES211,CES2
171244222020004,22827630010497,1,CDG131,CDG1
171244129020004,22827515010497,1,CDS655,CDS6
22962117010497,22954612010497,1,CDG122,CDG1
22962118010497,22954612010497,2,CDG122,CDG1
22962100010497,22954598010497,1,CFS211,CFS2
171244303020004,22827756010497,1,CPS241,CPS2
171244098020004,22827470010497,1,CES422,CES4
171244173020004,22827582010497,1,CDS675,CDS6
22962185010497,22954753010497,1,CDS655,CDS6
171244260020004,22827684010497,2,CDS674,CDS6
171244071020004,22827449010497,1,CES424,CES4
22962198010497,22954762010497,1,CDG311,CDG3
171244318020004,22827776010497,1,CES422,CES4
22962250010497,22954791010497,1,CDS813,CDS8
456879393489998,193209207020004,1,CAC111,CAC1
171244158020004,22827562010497,1,CDS715,CDS7
171244159020004,22827562010497,2,CDS715,CDS7
22962160010497,22954715010497,1,CDG311,CDG3
22962261010497,22954801010497,1,CES211,CES2
171244184020004,22827593010497,1,CDS637,CDS6
171244256020004,22827675010497,1,CEF424,CEF4
22962248010497,22954790010497,1,CAC111,CAC1
171244302020004,22827754010497,1,CES426,CES4
22962141010497,22954701010497,1,CDG131,CDG1
171244232020004,22827650010497,1,CFS556,CFS5
22962168010497,22954720010497,1,CPS241,CPS2
171244308020004,22827760010497,1,CES211,CES2
22962256010497,22954797010497,1,CES211,CES2
22962222010497,22954775010497,1,CDS653,CDS6
22962142010497,22954705010497,1,CP,CP
171244136020004,22827527010497,1,CAS221,CAS2
22962238010497,22954784010497,1,CES422,CES4
22962052010497,22954671010497,1,CPS227,CPS2
171244156020004,22827557010497,1,HQM211,HQM2
171244175020004,22827583010497,1,CDS639,CDS6
450078010497,29394740010497,1,CDS716,CDS7
22962152010497,22954710010497,1,CDS627,CDS6
22961733010497,22954433010497,1,CEM311,CEM3
22961753010497,22954446010497,1,CMS259,CMS2
22961659010497,22954376010497,1,HAM1,HAM1
22961660010497,22954376010497,2,CWS3,CWS3
449477010497,29394748010497,1,CFS256,CFS2
22961799010497,22954478010497,1,CFS413,CFS4
171244289020004,22827740010497,1,CWS226,CWS2
22961779010497,22954465010497,1,CMS259,CMS2
22961754010497,22954447010497,1,CWF444,CWF4
22961644010497,22954364010497,1,CPG231,CPG2
171244266020004,22827692010497,1,CWF444,CWF4
171244267020004,22827692010497,2,CWF444,CWF4
171244103020004,22827482010497,1,CMF131,CMF1
171244089020004,22827465010497,1,CHF223,CHF2
171244090020004,22827465010497,2,CHF313,CHF3
171244091020004,22827465010497,3,CDS832,CDS8
22961649010497,22954368010497,1,CPS312,CPS3
171244182020004,22827591010497,1,CWS336,CWS3
171244183020004,22827591010497,2,CDG132,CDG1
22961705010497,22954409010497,1,CWG123,CWG1
22961761010497,22954451010497,1,CMS221,CMS2
171244186020004,22827595010497,1,CWS534,CWS5
171244187020004,22827595010497,2,CWS534,CWS5
22961645010497,22954365010497,1,CWG124,CWG1
22961782010497,22954467010497,1,CDS639,CDS6
22961689010497,22954396010497,1,CMS114,CMS1
22961690010497,22954396010497,2,CMS114,CMS1
171244273020004,22827707010497,1,CDS639,CDS6
22961725010497,22954429010497,1,CMS356,CMS3
22961786010497,22954469010497,1,CA,CA
22961787010497,22954469010497,2,CA,CA
22961640010497,22954361010497,1,CWC411,CWC4
171244138020004,22827529010497,1,CEF424,CEF4
22961658010497,22954375010497,1,NONE,NONE
171244241020004,22828656010497,1,CPS241,CPS2
171244275020004,22828659010497,1,CMG221,CMG2
22962137010497,22954698010497,1,CWF313,CWF3
22962232010497,22954780010497,1,CDS814,CDS8
22962186010497,22954754010497,1,CDS814,CDS8
171244077020004,22828585010497,1,CDS633,CDS6
22962083010497,22954588010497,1,CDS635,CDS6
171244281020004,22827727010497,1,CCF222,CCF2
22962259010497,22954799010497,1,CLS512,CLS5
22962040010497,22954663010497,1,CPS521,CPS5
171244164020004,22828592010497,1,CDG131,CDG1
22962251010497,22954792010497,1,CDG131,CDG1
22962135010497,22954697010497,1,CDG131,CDG1
22962223010497,22954776010497,1,CES313,CES3
22962161010497,22954716010497,1,CDS715,CDS7
22962162010497,22954716010497,2,CDS715,CDS7
171244196020004,22827604010497,1,CDS715,CDS7
171244154020004,22828591010497,1,CDG131,CDG1
22962101010497,22954599010497,1,CDS715,CDS7
171244293020004,22828661010497,1,CEF421,CEF4
22962063010497,22954491010497,1,CDG131,CDG1
171244280020004,22827723010497,1,CDS715,CDS7
171244204020004,22827610010497,1,CEF423,CEF4
22962213010497,22954770010497,1,CDS633,CDS6
22962192010497,22954758010497,1,CDS715,CDS7
171244116020004,22827502010497,1,CES412,CES4
171244185020004,22827594010497,1,CCF221,CCF2
22962091010497,22954593010497,1,CWF313,CWF3
171244214020004,22827619010497,1,CDG131,CDG1
22962173010497,22954722010497,1,CES313,CES3
171244110020004,22827487010497,1,CDS633,CDS6
22962143010497,22954706010497,1,CDS627,CDS6
22962258010497,22954798010497,1,CDS633,CDS6
171244133020004,22827524010497,1,CES313,CES3
456879394489998,193209248020004,1,CES422,CES4
22962265010497,22954805010497,1,CCS311,CCS3
22962125010497,22954691010497,1,CDS635,CDS6
171244291020004,22827744010497,1,CDS715,CDS7
171244043020004,22827425010497,1,CCS311,CCS3
171244068020004,22827447010497,1,CDS716,CDS7
22961975010497,22954622010497,2,CDG311,CDG3
171244066020004,22827443010497,1,CCF221,CCF2
22962155010497,22954713010497,1,CDS716,CDS7
22962156010497,22954713010497,2,CCF221,CCF2
22962092010497,22954594010497,1,CWS422,CWS4
22962093010497,22954594010497,2,CWS422,CWS4
171244243020004,22827663010497,1,CWS421,CWS4
22962178010497,22954725010497,2,CES210,CES2
22962253010497,22954794010497,1,CCF221,CCF2
171244236020004,22827654010497,1,CCF221,CCF2
8847658010902,22827319010497,1,CWS214,CWS2
171244105020004,22827483010497,2,CLS521,CLS5
171244314020004,22827766010497,1,CCF221,CCF2
22962243010497,22954787010497,1,CHF311,CHF3
171244065020004,22827441010497,4,CCF222,CCF2
171244239020004,22827659010497,1,CWS421,CWS4
171244240020004,22827659010497,2,CWS421,CWS4
171244081020004,22827456010497,1,CEF421,CEF4
22962200010497,22954764010497,1,CCF222,CCF2
22962278010497,22954817010497,1,CHF111,CHF1
171244282020004,22827728010497,1,CCS311,CCS3
171244283020004,22827728010497,2,CCS311,CCS3
22962244010497,22954788010497,1,CCF222,CCF2
171244309020004,22828662010497,1,CCS311,CCS3
171244295020004,22827746010497,1,CWF411,CWF4
22962053010497,22954672010497,1,CHF422,CHF4
22961998010497,22954635010497,1,CDS715,CDS7
22961912010497,22954487010497,1,CDG311,CDG3
22962153010497,22954711010497,1,CDG311,CDG3
22962277010497,22954816010497,1,CDS716,CDS7
22962111010497,22954687010497,1,CDS633,CDS6
22962065010497,22954492010497,2,CDS715,CDS7
22962144010497,22954707010497,1,CDS715,CDS7
22962215010497,22954771010497,1,CES313,CES3
22962084010497,22954589010497,1,CD,CD
22962193010497,22954759010497,1,CHF311,CHF3
171244315020004,22827767010497,1,CEF422,CEF4
22962199010497,22954763010497,1,CDS715,CDS7
22962069010497,22954423010497,1,CDS633,CDS6
171244067020004,22827444010497,1,CEG311,CEG3
22962174010497,22954723010497,1,CDS715,CDS7
171244130020004,22827518010497,1,CDS813,CDS8
22962029010497,22954656010497,1,CDS715,CDS7
22962102010497,22954600010497,1,CDS715,CDS7
171244319020004,22828593010497,1,CDS715,CDS7
22962163010497,22954717010497,1,CWS422,CWS4
