CN,PLT_CN,CONDID,HABTYPCD,FPAG
45096851020004,48206718010497,1,CCS311,CCS3
45096853020004,48206718010497,3,CCF222,CCF2
44966843020004,48203007010497,1,CDG131,CDG1
44966844020004,48203007010497,2,CDG311,CDG3
45098806020004,48206217010497,1,CES313,CES3
44967369020004,48205273010497,1,CMS313,CMS3
45100267020004,48206616010497,1,CEF421,CEF4
45100268020004,48206616010497,2,CEM211,CEM2
45333821020004,48203110010497,1,CDS627,CDS6
45333822020004,48203110010497,2,CDS627,CDS6
45333823020004,48203110010497,3,CDS627,CDS6
45100795020004,48206654010497,1,CDS716,CDS7
45097427020004,48206155010497,1,CES422,CES4
44965928020004,48203009010497,1,CDG131,CDG1
45099304020004,48206347010497,1,CCF221,CCF2
45099305020004,48206347010497,2,CCF222,CCF2
44966536020004,48203714010497,1,CES313,CES3
44966538020004,48203714010497,3,CES313,CES3
44989119020004,48205720010497,1,CCS311,CCS3
44987945020004,48204134010497,2,CWS421,CWS4
45118358020004,48206515010497,1,CWS412,CWS4
45335304020004,48202503010497,1,CDS633,CDS6
44988674020004,48204206010497,1,CHF311,CHF3
44990319020004,48205950010497,1,CES210,CES2
44988284020004,48205789010497,1,CWS421,CWS4
45118576020004,48206379010497,1,CCF222,CCF2
44989752020004,48202983010497,1,CEF111,CEF1
44988891020004,48204207010497,1,CCF221,CCF2
44990059020004,48204135010497,1,CHF422,CHF4
44988086020004,48202504010497,1,CDG131,CDG1
45118889020004,48206348010497,1,CES210,CES2
44988399020004,48202992010497,1,CLS521,CLS5
44988400020004,48202992010497,2,CCS311,CCS3
45118042020004,48206567010497,1,CCF221,CCF2
44989348020004,48205202010497,1,CES210,CES2
45119476020004,48206272010497,1,CHF311,CHF3
45336570020004,48204857010497,1,CDS716,CDS7
45002358020004,48202991010497,1,CHF312,CHF3
177593194020004,48203064010497,1,CDG311,CDG3
45000794020004,48205311010497,1,CPG121,CPG1
45002994020004,48204984010497,2,CDS715,CDS7
45132178020004,48206518010497,1,CDS715,CDS7
45000683020004,48203081010497,2,CDS715,CDS7
45001884020004,48204856010497,1,CWS421,CWS4
45000875020004,48204422010497,1,CDS715,CDS7
45001648020004,48205721010497,1,CWS821,CWS8
45131061020004,48206562010497,1,CDS715,CDS7
45001073020004,48205540010497,1,CDS715,CDS7
45000626020004,48205452010497,1,CPS521,CPS5
45001347020004,48203074010497,1,CDS715,CDS7
45001348020004,48203074010497,2,CDS715,CDS7
45131223020004,48206378010497,1,CDS716,CDS7
45002148020004,48204855010497,1,CHF311,CHF3
45000977020004,48204421010497,1,CDS633,CDS6
45002042020004,48204611010497,1,CDS715,CDS7
45130619020004,48206062010497,1,CDS715,CDS7
45001198020004,48203075010497,1,CWS214,CWS2
45131415020004,48206468010497,1,CWS821,CWS8
45131416020004,48206468010497,2,CDS716,CDS7
45002609020004,48202964010497,1,CCF221,CCF2
45130389020004,48206218010497,1,CCF221,CCF2
45131653020004,48206269010497,1,CHF311,CHF3
45336747020004,48203062010497,1,CDS716,CDS7
45336748020004,48203062010497,2,CDS716,CDS7
45001575020004,48203070010497,2,CDS633,CDS6
45002839020004,48203061010497,1,CDS633,CDS6
45002840020004,48203061010497,2,CDS633,CDS6
45002841020004,48203061010497,3,CDS633,CDS6
45002842020004,48203061010497,4,CDS633,CDS6
45130831020004,48206288010497,1,CCF222,CCF2
177509307020004,30763970020004,1,CHF134,CHF1
177509203020004,30763969020004,1,CHS135,CHS1
177584279020004,30852588020004,1,CFS212,CFS2
177510742020004,30764086020004,1,CHS140,CHS1
177508332020004,30763962020004,1,CFF250,CFF2
177508718020004,30763965020004,1,CHS135,CHS1
177505881020004,30763812020004,1,CMF251,CMF2
177509016020004,30763967020004,1,CHF132,CHF1
177509018020004,30763967020004,3,CHF132,CHF1
177509019020004,30763967020004,4,CHF132,CHF1
177510847020004,30764087020004,1,CHF132,CHF1
177506079020004,30763815020004,2,CMS353,CMS3
177508823020004,30763966020004,1,CHS513,CHS5
177508825020004,30763966020004,3,CHS513,CHS5
177548954020004,30851860020004,1,CFS224,CFS2
177548955020004,30851860020004,2,CFS224,CFS2
177505976020004,30763813020004,1,CMS350,CMS3
177506154020004,30763816020004,1,CFS218,CFS2
177509134020004,30763968020004,2,CHF132,CHF1
177553770020004,30852420020004,1,CHF132,CHF1
177553225020004,30852416020004,2,NTH1,NTH1
177560551020004,30852456020004,1,CHS513,CHS5
177506350020004,30763817020004,2,CFS352,CFS3
177515898020004,30764189020004,1,CHS133,CHS1
177515993020004,30764190020004,3,CHS,CHS
177515643020004,30764187020004,1,CHS133,CHS1
177515782020004,30764188020004,1,CHS133,CHS1
177546852020004,30765036020004,1,CFS154,CFS1
177548311020004,30765120020004,3,CHS134,CHS1
177559034020004,30852448020004,1,HX,HX
177559035020004,30852448020004,2,CFF450,CFF4
177547252020004,30765041020004,1,CHS513,CHS5
177547253020004,30765041020004,2,CHS513,CHS5
177547453020004,30765043020004,2,CHF125,CHF1
177547164020004,30765038020004,1,CHF125,CHF1
177584714020004,30852591020004,1,CFS223,CFS2
177575095020004,30852537020004,1,CFF311,CFF3
177547031020004,30765037020004,1,CHS621,CHS6
177533737020004,30764666020004,1,CFS554,CFS5
177533953020004,30764671020004,1,CHF133,CHF1
177538543020004,30764778020004,1,CMS246,CMS2
177538922020004,30764781020004,1,CMS352,CMS3
177543625020004,30764880020004,1,CHF134,CHF1
177554085020004,30852422020004,1,CMS253,CMS2
177554086020004,30852422020004,2,CMS253,CMS2
177539091020004,30764782020004,1,CFS229,CFS2
177538256020004,30764775020004,1,CMS354,CMS3
187387412020004,30764878020004,2,CHF133,CHF1
177565894020004,30852486020004,1,CHS138,CHS1
177538844020004,30764780020004,1,CCS211,CCS2
177543984020004,30764884020004,3,CHF132,CHF1
177550957020004,30852404020004,1,CHS513,CHS5
177550958020004,30852404020004,2,CHS513,CHS5
177577855020004,30852553020004,1,CHF250,CHF2
177538683020004,30764779020004,2,CMS352,CMS3
187383995020004,30764883020004,1,CHF134,CHF1
177578741020004,30852558020004,1,CHS131,CHS1
177547896020004,30765100020004,1,CHM111,CHM1
177558097020004,30852443020004,1,CHF132,CHF1
177573479020004,30852528020004,1,CFS216,CFS2
177585123020004,30852593020004,1,CMS244,CMS2
177585124020004,30852593020004,2,CMS244,CMS2
177548188020004,30765104020004,1,CHM111,CHM1
177548026020004,30765102020004,1,CHF131,CHF1
177562302020004,30852467020004,1,CFS225,CFS2
301447483489998,30763537020004,1,CMS350,CMS3
177505073020004,30763798020004,1,CHS621,CHS6
177504998020004,30763797020004,1,CHS621,CHS6
177505546020004,30763801020004,1,CMS353,CMS3
177505678020004,30763802020004,1,CMS252,CMS2
177577487020004,30852551020004,1,CHF133,CHF1
177504643020004,30763795020004,1,CMS350,CMS3
177505264020004,30763799020004,1,CMS353,CMS3
177505350020004,30763800020004,1,CFS218,CFS2
177560658020004,30852457020004,1,CFS212,CFS2
177579691020004,30852563020004,1,CFS229,CFS2
177582263020004,30852577020004,2,CFF450,CFF4
177544170020004,30764887020004,1,CHF132,CHF1
177546754020004,30765029020004,1,CDS221,CDS2
177544519020004,30764889020004,1,CHF134,CHF1
177544520020004,30764889020004,2,CHF134,CHF1
177539595020004,30764787020004,1,CFS212,CFS2
177534137020004,30764678020004,1,CWS551,CWS5
177534138020004,30764678020004,2,CDS832,CDS8
187383399020004,30764681020004,1,CHS251,CHS2
187383400020004,30764681020004,2,CHS251,CHS2
187383519020004,30764789020004,1,CFS352,CFS3
177578192020004,30852555020004,1,CFS222,CFS2
249039319489998,30764893020004,1,CHF132,CHF1
249039320489998,30764893020004,2,CHF132,CHF1
177581053020004,30852570020004,1,CFS352,CFS3
177534425020004,30764680020004,1,CFF162,CFF1
177572947020004,30852525020004,1,CFS352,CFS3
177589822020004,30852618020004,1,CHF132,CHF1
177589823020004,30852618020004,2,CHS251,CHS2
177539779020004,30764788020004,1,CHF132,CHF1
177544837020004,30764891020004,2,CHF132,CHF1
177539346020004,30764783020004,1,CMS350,CMS3
177546643020004,30765028020004,1,CHF132,CHF1
177545082020004,30764895020004,4,CHF132,CHF1
177499804020004,30763622020004,1,CHF132,CHF1
177585901020004,30852599020004,1,CFS228,CFS2
177539401020004,30764785020004,1,CMS350,CMS3
177590662020004,30852623020004,1,CHF132,CHF1
177534312020004,30764679020004,1,CMS246,CMS2
177556194020004,30852432020004,1,CHF132,CHF1
177519228020004,30764251020004,1,CHS334,CHS3
177519229020004,30764251020004,2,CHS334,CHS3
177588186020004,30852610020004,1,CHS137,CHS1
177523200020004,30764315020004,1,CHS334,CHS3
177501822020004,30763667020004,1,CHS334,CHS3
177501987020004,30763668020004,1,CHS137,CHS1
177500054020004,30763644020004,1,CHF,CHF
177524385020004,30764335020004,1,CHS137,CHS1
177531260020004,30764539020004,1,CHS126,CHS1
177531358020004,30764541020004,1,CHF124,CHF1
187383139020004,30764540020004,1,CHS126,CHS1
187383140020004,30764540020004,2,CHS126,CHS1
187383141020004,30764540020004,3,CHS162,CHS1
177581740020004,30852574020004,1,CLS311,CLS3
177535949020004,30764746020004,1,CFS257,CFS2
177536343020004,30764749020004,2,CHS125,CHS1
177541542020004,30764852020004,2,CHF125,CHF1
177542906020004,30764875020004,1,CHS524,CHS5
177542660020004,30764873020004,1,CFS125,CFS1
177542555020004,30764872020004,2,CHM121,CHM1
177546294020004,30764977020004,1,CHF125,CHF1
177543017020004,30764876020004,1,CHF124,CHF1
177587384020004,30852606020004,1,CFS255,CFS2
177550767020004,30852403020004,1,CFS351,CFS3
177540260020004,30764793020004,1,CHF125,CHF1
177572384020004,30852522020004,2,CFS255,CFS2
177582090020004,30852576020004,1,CHF124,CHF1
177546012020004,30764974020004,1,CHF222,CHF2
177557548020004,30852440020004,1,CHS127,CHS1
177585379020004,30852595020004,1,CHC213,CHC2
177561770020004,30852464020004,1,CFF152,CFF1
177542359020004,30764871020004,3,CHF221,CHF2
177543215020004,30764877020004,1,CHS126,CHS1
177541948020004,30764869020004,1,CFS257,CFS2
177555153020004,30852427020004,1,CFS351,CFS3
177584072020004,30852587020004,1,CHS125,CHS1
177537744020004,30764770020004,1,CHS127,CHS1
177542133020004,30764870020004,1,CFS253,CFS2
177537892020004,30764771020004,1,CMS223,CMS2
177537549020004,30764769020004,1,CFS251,CFS2
177546212020004,30764976020004,3,CHF125,CHF1
177498939020004,30763617020004,1,CFS257,CFS2
177575347020004,30852538020004,1,CFS1-51,CFS1
177546410020004,30765025020004,1,CWS332,CWS3
177578537020004,30852557020004,1,CFS256,CFS2
177567847020004,30852498020004,1,CFS151,CFS1
177501052020004,30763652020004,1,CHS224,CHS2
177501402020004,30763654020004,1,CHF221,CHF2
177501403020004,30763654020004,2,CHF221,CHF2
177591280020004,30852627020004,1,CFF152,CFF1
177568640020004,30852503020004,1,CMS114,CMS1
177582464020004,30852578020004,1,CHF221,CHF2
177577648020004,30852552020004,3,CFS251,CFS2
177577329020004,30852550020004,1,CHF124,CHF1
177499681020004,30763621020004,1,CHF221,CHF2
177585689020004,30852598020004,1,CMS216,CMS2
177564872020004,30852480020004,1,CFS151,CFS1
177562128020004,30852466020004,1,CAF211,CAF2
177499339020004,30763619020004,1,CHC212,CHC2
177499340020004,30763619020004,2,CHC212,CHC2
177560004020004,30852453020004,1,CMS216,CMS2
177573301020004,30852527020004,1,CFS251,CFS2
177500649020004,30763650020004,1,CFS2-57,CFS2
177500650020004,30763650020004,2,CFS257,CFS2
177553354020004,30852417020004,1,CWS332,CWS3
177553355020004,30852417020004,2,CWS332,CWS3
177576916020004,30852548020004,1,CHS128,CHS1
177499143020004,30763618020004,1,CHF221,CHF2
177501563020004,30763655020004,2,CFS152,CFS1
177563221020004,30852471020004,1,CHS614,CHS6
177551145020004,30852406020004,1,CHS615,CHS6
177500257020004,30763648020004,1,CFS257,CFS2
177583907020004,30852586020004,1,CAS411,CAS4
177583908020004,30852586020004,2,CMS221,CMS2
177588832020004,30852613020004,1,CHS224,CHS2
177550565020004,30852402020004,1,CFS151,CFS1
177561957020004,30852465020004,1,CFS257,CFS2
177500476020004,30763649020004,1,CFS256,CFS2
177575515020004,30852539020004,1,CHS127,CHS1
177500859020004,30763651020004,1,CHF221,CHF2
177500860020004,30763651020004,2,CHF221,CHF2
177559184020004,30852449020004,1,CWS552,CWS5
177559185020004,30852449020004,2,CDS412,CDS4
177535377020004,30764732020004,1,CDG134,CDG1
177562993020004,30852470020004,1,CWS551,CWS5
177562994020004,30852470020004,2,CWS553,CWS5
177569024020004,30852505020004,1,CES113,CES1
177535529020004,30764733020004,1,CDS636,CDS6
177535530020004,30764733020004,2,CDS675,CDS6
177540936020004,30764835020004,1,CDS638,CDS6
177517944020004,30764211020004,1,CMS259,CMS2
177561589020004,30852463020004,1,CDS639,CDS6
177561590020004,30852463020004,2,CDS639,CDS6
177518189020004,30764214020004,1,CDS653,CDS6
177540509020004,30764831020004,1,CDS639,CDS6
177540510020004,30764831020004,2,CDS639,CDS6
177590410020004,30852622020004,1,CES425,CES4
177590411020004,30852622020004,2,CES425,CES4
177558816020004,30852447020004,1,CPG231,CPG2
177558817020004,30852447020004,2,CPG231,CPG2
177518862020004,30764244020004,1,CDS674,CDS6
177591712020004,30852631020004,2,CPS241,CPS2
177575938020004,30852541020004,1,CWG124,CWG1
177575939020004,30852541020004,2,CWG124,CWG1
177510193020004,30764069020004,1,CPG141,CPG1
177513130020004,30764164020004,1,CDG322,CDG3
177512916020004,30764163020004,1,CDS412,CDS4
177512918020004,30764163020004,3,CDS412,CDS4
177512573020004,30764137020004,1,CAS311,CAS3
177513345020004,30764167020004,1,CWS551,CWS5
177540746020004,30764832020004,1,CDS675,CDS6
177540747020004,30764832020004,2,CDS675,CDS6
177512741020004,30764138020004,1,CDG132,CDG1
177589612020004,30852617020004,1,CEF424,CEF4
177589613020004,30852617020004,2,CEF424,CEF4
177519034020004,30764246020004,1,CHS227,CHS2
177518654020004,30764243020004,1,CDS411,CDS4
177559354020004,30852450020004,1,CDS632,CDS6
177559355020004,30852450020004,2,CDS675,CDS6
177560197020004,30852454020004,1,CPS241,CPS2
177586524020004,30852602020004,1,CES426,CES4
177586525020004,30852602020004,2,CES426,CES4
301449261489998,30764166020004,1,CMS354,CMS3
177573834020004,30852530020004,1,CDG134,CDG1
177573835020004,30852530020004,2,CWS551,CWS5
177556326020004,30852433020004,1,CDS655,CDS6
177583071020004,30852581020004,1,CDS639,CDS6
177583072020004,30852581020004,2,CDS639,CDS6
177556525020004,30852434020004,1,CFS234,CFS2
177556526020004,30852434020004,2,CFS234,CFS2
177535223020004,30764731020004,1,CPS241,CPS2
177535224020004,30764731020004,2,CPS241,CPS2
177583725020004,30852585020004,1,CES342,CES3
177518569020004,30764242020004,1,CDS675,CDS6
177560372020004,30852455020004,1,CES426,CES4
177560373020004,30852455020004,2,CES426,CES4
177535045020004,30764730020004,1,CDS832,CDS8
177513517020004,30764168020004,1,CPS241,CPS2
249038436489998,30764165020004,1,CAS421,CAS4
177541028020004,30764837020004,1,CHS225,CHS2
177586290020004,30852601020004,1,CWS225,CWS2
177510082020004,30764068020004,1,CPS241,CPS2
177550059020004,30852057020004,1,CFS621,CFS6
177550060020004,30852057020004,2,CFS621,CFS6
177549869020004,30852056020004,1,CEF424,CEF4
177524230020004,30764334020004,1,CDS655,CDS6
177581194020004,30852571020004,1,CFF254,CFF2
177555367020004,30852428020004,1,CMS356,CMS3
177528139020004,30764471020004,1,CES424,CES4
177523839020004,30764330020004,1,CDF411,CDF4
177561201020004,30852460020004,2,CWS524,CWS5
177523922020004,30764332020004,1,CFS542,CFS5
177523923020004,30764332020004,2,CES342,CES3
177521320020004,30764273020004,1,CES425,CES4
177521200020004,30764269020004,1,CWS336,CWS3
177528644020004,30764474020004,1,CES342,CES3
177577110020004,30852549020004,1,CEG121,CEG1
177577111020004,30852549020004,2,CES413,CES4
177577113020004,30852549020004,4,CEG311,CEG3
177554689020004,30852425020004,1,CWS524,CWS5
177549449020004,30851863020004,1,CFS234,CFS2
177549450020004,30851863020004,2,CFS556,CFS5
177528472020004,30764473020004,1,CHS142,CHS1
177589229020004,30852615020004,1,CDG131,CDG1
177565272020004,30852483020004,1,CWS226,CWS2
177527983020004,30764470020004,1,CDG132,CDG1
177571677020004,30852519020004,1,CES427,CES4
177571678020004,30852519020004,2,CES427,CES4
177521425020004,30764274020004,1,CPG231,CPG2
177521426020004,30764274020004,2,CDG132,CDG1
177524116020004,30764333020004,1,CWS551,CWS5
177578877020004,30852559020004,1,CFF254,CFF2
177578879020004,30852559020004,3,CFF254,CFF2
177582667020004,30852579020004,1,CHS142,CHS1
177584929020004,30852592020004,1,CES424,CES4
177548765020004,30851859020004,1,CFS556,CFS5
177548766020004,30851859020004,2,CFS556,CFS5
177581366020004,30852572020004,1,CWS226,CWS2
177524488020004,30764341020004,1,CPS524,CPS5
177516231020004,30764194020004,2,CDS632,CDS6
177528329020004,30764472020004,1,CMS354,CMS3
177528766020004,30764475020004,1,CDG132,CDG1
177531538020004,30764555020004,1,CWS551,CWS5
177537465020004,30764768020004,1,CPS221,CPS2
177528875020004,30764476020004,1,CDG131,CDG1
177528876020004,30764476020004,2,GOG211,GOG2
177531733020004,30764561020004,1,CWS336,CWS3
187382609020004,30764268020004,1,CDG131,CDG1
177531841020004,30764562020004,1,CWG124,CWG1
177531648020004,30764560020004,1,CPG141,CPG1
177533621020004,30764663020004,1,CPG231,CPG2
177533536020004,30764661020004,1,CWS336,CWS3
177522052020004,30764279020004,1,CDG131,CDG1
177516350020004,30764196020004,1,CDS674,CDS6
177522346020004,30764282020004,1,CEM211,CEM2
177522347020004,30764282020004,2,CDS674,CDS6
177564432020004,30852478020004,1,CDS716,CDS7
177506704020004,30763893020004,1,CDG134,CDG1
177506793020004,30763894020004,1,CPS227,CPS2
249038614489998,30764198020004,1,CES413,CES4
177517178020004,30764201020004,2,CAS421,CAS4
177506445020004,30763862020004,1,CDG131,CDG1
177509829020004,30764029020004,1,CES425,CES4
177559781020004,30852452020004,1,CDS639,CDS6
177574858020004,30852536020004,1,CMS122,CMS1
177574859020004,30852536020004,2,CMS356,CMS3
177551973020004,30852410020004,1,CDS633,CDS6
177551974020004,30852410020004,2,CDS633,CDS6
177521876020004,30764278020004,1,CES425,CES4
177570273020004,30852512020004,1,CES426,CES4
177571461020004,30852518020004,1,CDS655,CDS6
177571462020004,30852518020004,2,CDS411,CDS4
177571463020004,30852518020004,3,CDG131,CDG1
177579297020004,30852561020004,1,CES112,CES1
177579298020004,30852561020004,2,CEG311,CEG3
177560818020004,30852458020004,1,CDS632,CDS6
177511620020004,30764099020004,1,CES425,CES4
177549115020004,30851861020004,1,CDG311,CDG3
177568059020004,30852499020004,1,CDS674,CDS6
177568060020004,30852499020004,2,CDS674,CDS6
177573115020004,30852526020004,1,CDG131,CDG1
177580487020004,30852567020004,1,CPS241,CPS2
177580488020004,30852567020004,2,CDS640,CDS6
177566886020004,30852493020004,1,CDS633,CDS6
177557130020004,30852438020004,1,CDS632,CDS6
177557131020004,30852438020004,2,CDS632,CDS6
177557132020004,30852438020004,3,CDS632,CDS6
177498293020004,30763562020004,1,CEF211,CEF2
177554472020004,30852424020004,1,CES413,CES4
177562762020004,30852469020004,1,CEF424,CEF4
177562763020004,30852469020004,2,CES342,CES3
177511417020004,30764098020004,1,CES425,CES4
177504310020004,30763793020004,1,CDG131,CDG1
177587162020004,30852605020004,1,CDS639,CDS6
177587163020004,30852605020004,2,CDS639,CDS6
177574478020004,30852534020004,1,CDS636,CDS6
177574479020004,30852534020004,2,HP,HP
177583505020004,30852584020004,1,CDS715,CDS7
177583506020004,30852584020004,2,CDG131,CDG1
177512230020004,30764102020004,1,CDS411,CDS4
177557326020004,30852439020004,1,CES342,CES3
177583254020004,30852582020004,1,CEG121,CEG1
177521612020004,30764276020004,1,CEG311,CEG3
177582884020004,30852580020004,1,CEM211,CEM2
177574214020004,30852532020004,1,CDS640,CDS6
177574216020004,30852532020004,3,CDS636,CDS6
177516967020004,30764200020004,1,CDS640,CDS6
177558419020004,30852445020004,1,CAC111,CAC1
177558421020004,30852445020004,3,CES425,CES4
177517455020004,30764203020004,1,CDS653,CDS6
177517457020004,30764203020004,3,CDS653,CDS6
177516496020004,30764197020004,1,CES211,CES2
177572749020004,30852524020004,1,CDG131,CDG1
177572750020004,30852524020004,2,CDG134,CDG1
177566117020004,30852487020004,1,CEF424,CEF4
177566118020004,30852487020004,2,CEF424,CEF4
177557708020004,30852441020004,1,CDS639,CDS6
177557709020004,30852441020004,2,CDS639,CDS6
177557710020004,30852441020004,3,CDS639,CDS6
177569754020004,30852509020004,1,CDS639,CDS6
177569755020004,30852509020004,2,CDS655,CDS6
177511243020004,30764097020004,1,CFS556,CFS5
177511244020004,30764097020004,2,CFS556,CFS5
177498110020004,30763561020004,1,CDS633,CDS6
177516748020004,30764199020004,1,CES424,CES4
177512048020004,30764101020004,1,CDG123,CDG1
177554941020004,30852426020004,1,CDS638,CDS6
177554943020004,30852426020004,3,CDS638,CDS6
177575714020004,30852540020004,1,CEG311,CEG3
177575716020004,30852540020004,3,CDG134,CDG1
177558635020004,30852446020004,1,CAS311,CAS3
177589028020004,30852614020004,1,CDS639,CDS6
177589029020004,30852614020004,2,CDS639,CDS6
177511887020004,30764100020004,1,CAS311,CAS3
177588438020004,30852611020004,1,CES313,CES3
301449817489998,30764277020004,1,CES211,CES2
177498412020004,30763563020004,1,CPG122,CPG1
177572140020004,30852521020004,1,CES112,CES1
177572141020004,30852521020004,2,CDS833,CDS8
177587573020004,30852607020004,1,CDS655,CDS6
177576161020004,30852542020004,1,CDG131,CDG1
177506620020004,30763863020004,1,CDS411,CDS4
177573637020004,30852529020004,1,CDG322,CDG3
177573639020004,30852529020004,3,CDG131,CDG1
177552178020004,30852411020004,1,CWS332,CWS3
177520678020004,30764263020004,1,CDG132,CDG1
177520236020004,30764259020004,1,CES112,CES1
177520237020004,30764259020004,2,CES112,CES1
177520493020004,30764261020004,1,CWG124,CWG1
177514941020004,30764182020004,1,CWG125,CWG1
177514942020004,30764182020004,2,CEF424,CEF4
177510378020004,30764080020004,1,CDG322,CDG3
177521068020004,30764267020004,1,CEG121,CEG1
177515543020004,30764186020004,2,CAG112,CAG1
177514753020004,30764181020004,1,CWS524,CWS5
177515151020004,30764183020004,1,CFS234,CFS2
177586733020004,30852603020004,1,CFS234,CFS2
177520916020004,30764266020004,1,CMF131,CMF1
177568468020004,30852501020004,1,CMS223,CMS2
177549630020004,30852055020004,1,CWS225,CWS2
177549631020004,30852055020004,2,CWS338,CWS3
177510477020004,30764081020004,1,CDS675,CDS6
177514502020004,30764179020004,1,CDS639,CDS6
177565640020004,30852485020004,1,CFF254,CFF2
177514628020004,30764180020004,1,CWS226,CWS2
177590826020004,30852624020004,1,CMS122,CMS1
177520356020004,30764260020004,1,CWS338,CWS3
177552636020004,30852413020004,1,CWG124,CWG1
177552637020004,30852413020004,2,CWG124,CWG1
177515340020004,30764185020004,1,CMG221,CMG2
177520859020004,30764265020004,1,CMS259,CMS2
177520783020004,30764264020004,1,CDG131,CDG1
177580822020004,30852569020004,1,CWF444,CWF4
177510646020004,30764085020004,1,CDS638,CDS6
177553508020004,30852419020004,1,CHS142,CHS1
177553509020004,30852419020004,2,CWS338,CWS3
177520605020004,30764262020004,1,CDG134,CDG1
177580104020004,30852565020004,1,CDG131,CDG1
177545301020004,30764940020004,1,CDS715,CDS7
187384099020004,30764939020004,1,CDG122,CDG1
177506950020004,30763912020004,1,CES422,CES4
177566680020004,30852492020004,1,CDG131,CDG1
177566681020004,30852492020004,2,CDG311,CDG3
177509705020004,30764000020004,1,CDG131,CDG1
177550263020004,30852058020004,1,CDS715,CDS7
177570537020004,30852513020004,1,CDS832,CDS8
177550417020004,30852059020004,1,CDS832,CDS8
177507442020004,30763918020004,1,CPG121,CPG1
187386693020004,30763914020004,1,CDS715,CDS7
177507360020004,30763917020004,1,CDS633,CDS6
177506951020004,30763912020004,2,CDS814,CDS8
177586942020004,30852604020004,1,CES313,CES3
177586943020004,30852604020004,2,CES313,CES3
177569371020004,30852507020004,1,CES313,CES3
177569372020004,30852507020004,2,CES313,CES3
177504132020004,30763769020004,1,CDS814,CDS8
187384187020004,30764943020004,1,CDS715,CDS7
187384188020004,30764943020004,2,CDS611,CDS6
177507511020004,30763919020004,1,CPS227,CPS2
177568254020004,30852500020004,1,CDS716,CDS7
177568255020004,30852500020004,2,CDS715,CDS7
177507639020004,30763921020004,1,CDG131,CDG1
177503859020004,30763768020004,1,CES412,CES4
177549230020004,30851862020004,1,CDS813,CDS8
177549231020004,30851862020004,2,CDS632,CDS6
177557943020004,30852442020004,1,CES211,CES2
177557944020004,30852442020004,2,CES211,CES2
177559561020004,30852451020004,1,CCF221,CCF2
177554262020004,30852423020004,1,CES113,CES1
187387507020004,30764942020004,1,CDS627,CDS6
177507817020004,30763922020004,1,CDS663,CDS6
177503224020004,30763765020004,1,CES313,CES3
177570923020004,30852515020004,1,CDS832,CDS8
177570924020004,30852515020004,2,CES342,CES3
177503423020004,30763766020004,1,CDS716,CDS7
177503616020004,30763767020004,1,CCF222,CCF2
177503617020004,30763767020004,2,CDS715,CDS7
177507150020004,30763915020004,1,CDS715,CDS7
177555591020004,30852429020004,1,CCF221,CCF2
177545389020004,30764941020004,1,CDS715,CDS7
177532611020004,30764569020004,1,CES313,CES3
177530180020004,30764486020004,1,CWS422,CWS4
177529997020004,30764485020004,1,CDS715,CDS7
177561008020004,30852459020004,1,CHF311,CHF3
177578392020004,30852556020004,1,CHF311,CHF3
177571935020004,30852520020004,1,CWF411,CWF4
177567458020004,30852496020004,1,CHF311,CHF3
177531946020004,30764564020004,1,CES513,CES5
177574671020004,30852535020004,1,CES313,CES3
177579838020004,30852564020004,1,CCS311,CCS3
177556902020004,30852436020004,1,CEF211,CEF2
177497175020004,30763048020004,1,CCF221,CCF2
177497176020004,30763048020004,2,CCF221,CCF2
177529790020004,30764484020004,1,CHF311,CHF3
177529246020004,30764481020004,1,CWS422,CWS4
177564653020004,30852479020004,1,CHF311,CHF3
177568867020004,30852504020004,1,CEF111,CEF1
177588008020004,30852609020004,1,CDS715,CDS7
177588009020004,30852609020004,2,CDS715,CDS7
177576715020004,30852546020004,1,CEF111,CEF1
177590215020004,30852621020004,1,CHF311,CHF3
177553904020004,30852421020004,1,CCS311,CCS3
177561427020004,30852462020004,1,CWF411,CWF4
177562546020004,30852468020004,1,CHS411,CHS4
177579091020004,30852560020004,1,CCF221,CCF2
177497421020004,30763049020004,2,CDS715,CDS7
177565062020004,30852481020004,1,CHF311,CHF3
177532825020004,30764570020004,1,CHF422,CHF4
177517651020004,30764205020004,1,CES313,CES3
177513950020004,30764174020004,1,CCF221,CCF2
177519440020004,30764252020004,1,CDS715,CDS7
177513750020004,30764173020004,1,CDS715,CDS7
177517797020004,30764206020004,1,CCF222,CCF2
177514281020004,30764177020004,2,CWS821,CWS8
177526162020004,30764365020004,2,CPG121,CPG1
177525818020004,30764361020004,1,CWF551,CWF5
187382699020004,30764289020004,1,CDS715,CDS7
177519755020004,30764256020004,2,CCF222,CCF2
177519904020004,30764257020004,1,CDS716,CDS7
177523078020004,30764290020004,1,CWS313,CWS3
177523079020004,30764290020004,2,CWS313,CWS3
177525952020004,30764362020004,1,CDS627,CDS6
177526066020004,30764364020004,1,CDG311,CDG3
177514090020004,30764176020004,1,CHF311,CHF3
177514092020004,30764176020004,3,CHF311,CHF3
177522856020004,30764287020004,1,CDG131,CDG1
177522749020004,30764286020004,1,CDG311,CDG3
177522750020004,30764286020004,2,CDG311,CDG3
187382474020004,30764255020004,1,CWS421,CWS4
187382475020004,30764255020004,2,HQS211,HQS2
177584566020004,30852590020004,2,CDS715,CDS7
